"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DDX27",0.219744202837264,-0.438852350101252,0.125,0.16,1
"PIGG",0.219772211231576,0.318343248394649,0.188,0.08,1
"AP2B1",0.219855606501768,-0.385443379330845,0.125,0.32,1
"CCNH",0.219857197441968,-0.38507028459257,0.125,0.16,1
"BMP2K",0.219901120376771,0.36207343972154,0.125,0,1
"EGR3",0.219901120376771,0.36207343972154,0.125,0,1
"PMFBP1",0.219901120376771,0.36207343972154,0.125,0,1
"HCFC2",0.219918260068327,-0.251551814972728,0,0.08,1
"JPH1",0.220174477914684,-0.412214980069955,0.062,0.08,1
"ALS2",0.220298334736126,-0.344646750472511,0.125,0.2,1
"PIN4",0.220404231407225,-0.252778551607108,0,0.08,1
"VPS33B",0.220404231407225,-0.252778551607108,0,0.08,1
"ARL2",0.220542893825752,0.364230616660015,0.125,0,1
"KPNA5",0.22065850551304,0.460358865205035,0.5,0.32,1
"SON",0.220689191132373,-0.38210191891046,0.5,0.68,1
"DPYSL5",0.220855099292476,0.489274801409868,0.125,0.04,1
"RFX2",0.221159806842171,0.366320312565049,0.125,0,1
"ECSIT",0.22133031059866,-0.255139668299124,0,0.08,1
"C21orf58",0.22133031059866,-0.255139668299124,0,0.08,1
"CASP2",0.221431282415253,-0.286076794805416,0.062,0.16,1
"WDR89",0.221753504589577,0.368346536566691,0.125,0,1
"KBTBD7",0.221772073135146,-0.256277006815927,0,0.08,1
"PRR14",0.221772073135146,-0.256277006815927,0,0.08,1
"CCT8",0.222048722012957,0.403836509171502,0.188,0.08,1
"ASAH1",0.222075107938847,-0.386846122030606,0.062,0.28,1
"DAP3",0.222148401412853,0.452671459330955,0.125,0,1
"TTC31",0.222200650156683,-0.25738733203172,0,0.08,1
"ACTB",0.222200650156683,-0.25738733203172,0,0.08,1
"CCDC9",0.222200650156683,-0.25738733203172,0,0.08,1
"ZNF180",0.222616722038656,-0.258471878684102,0,0.08,1
"ZNF611",0.222616722038656,-0.258471878684102,0,0.08,1
"ARL8B",0.22265858532984,0.37245655505423,0.188,0.04,1
"CLCC1",0.222773732686966,-0.270708721530769,0.062,0.16,1
"RNPC3",0.222980595708818,0.349101809434217,0.688,0.56,1
"ESYT1",0.223033679570846,0.288253516084042,0.25,0.04,1
"TSPAN18",0.223197104765595,0.452270366181477,0.125,0.08,1
"LRRC7",0.223351824349326,-0.318910241854259,0.562,0.84,1
"TGFB3",0.223409600404709,0.374079525087152,0.125,0,1
"SCN9A",0.223413831244848,-0.260568170662848,0,0.08,1
"ZFYVE9",0.223459812497403,-0.394710524620983,0.125,0.24,1
"MYBBP1A",0.223714687864329,0.365457290417786,0.188,0.12,1
"ZNF91",0.223757433504542,0.352017231017865,0.75,0.48,1
"ILK",0.223796001635827,-0.261582001556223,0,0.08,1
"NR2F2",0.22382563122829,-0.435738155684188,0.125,0.28,1
"CIZ1",0.224446885443697,-0.29106598750355,0.062,0.12,1
"SLU7",0.224754919043331,0.529465130837417,0.25,0.08,1
"TRIM66",0.224772948211746,-0.300168870619393,0.125,0.16,1
"TIMM8B",0.224843624199439,0.463911803025329,0.125,0,1
"SLC29A2",0.224882994972154,-0.264497418383145,0,0.08,1
"DHRS4L2",0.225140011827819,0.255483141668132,0.188,0.04,1
"TBC1D32",0.225333789378203,-0.400410511058112,0.062,0.16,1
"PCGF5",0.225503922873461,0.481487130236381,0.25,0.08,1
"OPA1",0.225542640097754,0.393360625852166,0.438,0.2,1
"SLC25A1",0.225562441846825,-0.26634419800531,0,0.08,1
"PSMC1",0.225622843510631,-0.310524577700322,0.188,0.2,1
"MYO10",0.225654247377578,0.428711741222991,0.25,0.08,1
"GOLGA3",0.225674742312632,-0.385338302273196,0.312,0.36,1
"ARID4A",0.225803136303028,-0.441412577376862,0.188,0.28,1
"BNIP3L",0.225938653484346,-0.370276236698028,0.062,0.28,1
"TRA2A",0.22597543504412,0.41100356525613,0.25,0.08,1
"MGAT4C",0.225981062574571,-0.46579926226915,0.188,0.36,1
"TIAL1",0.226093898281227,0.510888156702799,0.375,0.2,1
"RIMKLB",0.226355205962703,-0.423494963741936,0.062,0.28,1
"STX12",0.226362203060571,0.370809000607524,0.125,0.04,1
"WDR36",0.2265716055447,0.25482397715927,0.125,0,1
"ALKBH1",0.2265716055447,0.25482397715927,0.125,0,1
"R3HDM1",0.226583530365701,-0.367754741749439,0.188,0.36,1
"EEF1B2",0.226596813363117,0.373236182414003,0.125,0.04,1
"CTBP1",0.226621205612562,-0.254247116898068,0.125,0.2,1
"GLB1L2",0.226822487843663,-0.382140606831852,0.125,0.16,1
"ELOVL5",0.227124288260551,-0.270663143517489,0,0.08,1
"ZNF462",0.22712970265813,0.288521481782082,0.438,0.16,1
"HOMER1",0.227178553988351,-0.290904018311977,0.062,0.12,1
"ZC3H15",0.227432413738667,0.529933215049281,0.25,0.08,1
"ERLIN2",0.22791728905316,-0.3291223364023,0.125,0.2,1
"SPIDR",0.227954640719926,0.521946388974171,0.125,0.08,1
"WSB1",0.22832778771132,-0.300821322858912,0.625,0.76,1
"SDS",0.22839848827895,0.633992916938878,0.188,0,1
"ABR",0.228581670326295,-0.253084925275975,0.125,0.16,1
"CTCFL",0.228645003969336,0.393047880019953,0.125,0,1
"ZNF425",0.228676722637555,-0.263674822007369,0.062,0.12,1
"C12orf76",0.228761693939423,0.472495694148655,0.188,0.04,1
"POU3F3",0.228802153920601,0.490228159692508,0.125,0.04,1
"HNRNPD",0.228905267006607,0.471565612389632,0.375,0.16,1
"ATF5",0.228996681472937,-0.265634320696507,0.062,0.12,1
"PDE5A",0.229208432794759,0.419516344449873,0.188,0.08,1
"ATP9A",0.22927111105028,-0.336965618723931,0.188,0.32,1
"PDK2",0.229290363549785,-0.276830940566964,0,0.08,1
"RHOB",0.229336389351313,0.433806448920609,0.125,0.04,1
"TMTC3",0.229436433027947,0.442820457628279,0.312,0.08,1
"ANKRD44",0.229694974634408,0.452662263479748,0.25,0.16,1
"FASN",0.229986439373254,0.315627171399433,0.188,0.08,1
"UBE3D",0.230036121859636,0.321883113552861,0.125,0.04,1
"BLM",0.230249352854993,-0.279630920771472,0,0.08,1
"SMU1",0.230257914719089,-0.282125722298975,0.062,0.12,1
"SENP7",0.230262759375272,-0.455916202388931,0.25,0.36,1
"FAM76A",0.230317353266779,0.511647412273991,0.125,0.08,1
"CLIP3",0.230720973583107,-0.339572883991153,0.188,0.28,1
"KCNK6",0.230777375797123,0.306706817901019,0.188,0.04,1
"PKM",0.230933225535433,0.333865175667185,0.188,0.08,1
"CHRNB2",0.231385004354343,0.267393209757993,0.125,0,1
"SGPP2",0.231385004354343,0.267393209757993,0.125,0,1
"PLCD1",0.231385004354343,0.267393209757993,0.125,0,1
"FANCM",0.231573755064468,-0.456081537954474,0.125,0.2,1
"SVIL",0.232072993258625,-0.359688823141405,0.062,0.12,1
"COPS4",0.232174346989579,0.406637763670611,0.125,0,1
"CCDC59",0.232254048751817,-0.341289507280112,0.062,0.08,1
"CBL",0.232442295951417,0.407379420651715,0.188,0.04,1
"UBE2Q1",0.23262994212765,0.425142078190414,0.188,0.04,1
"PIBF1",0.232773935951205,-0.354753665036446,0.062,0.2,1
"ANKRD50",0.232818387729386,-0.277193153468559,0.062,0.2,1
"KCNK3",0.233030277410653,-0.366424698751095,0.125,0.2,1
"PSMG4",0.233128020081838,0.515797357417303,0.188,0.12,1
"ANKRD13A",0.233267347970798,0.358351068256491,0.188,0.08,1
"C4orf50",0.233267911398345,-0.334133428016736,0.062,0.08,1
"IFT74",0.233399659220677,0.272934256727927,0.125,0,1
"ABL1",0.233436545275371,-0.34347401211675,0.062,0.08,1
"ORC3",0.233471371155959,-0.399192861117417,0.125,0.2,1
"RAB6A",0.233640343761883,0.423802406702639,0.312,0.16,1
"C22orf23",0.233767226191783,0.413005356540646,0.125,0,1
"PDCL",0.23382387557459,-0.290469187026401,0,0.08,1
"CANX",0.233983549640248,-0.411028543178575,0.25,0.36,1
"NR6A1",0.233994206925426,-0.291002246549486,0,0.08,1
"JPH4",0.234115331871165,-0.39735701577579,0.312,0.52,1
"ASXL2",0.234327562155031,-0.29205005468051,0,0.08,1
"FAM193A",0.23455239866945,-0.354047831312997,0.188,0.24,1
"ABLIM2",0.234557860160544,-0.296707208813213,0.062,0.12,1
"SERPINE2",0.234874675521103,0.413936667426278,0.125,0.04,1
"LTN1",0.235212325495218,0.278073788705864,0.125,0,1
"CCDC28A",0.235317930149323,-0.354428696965634,0.062,0.12,1
"CSGALNACT2",0.235481099711197,0.360122030010742,0.125,0.04,1
"MT3",0.235572029577395,-0.296015983005036,0,0.08,1
"MGAT3",0.235837745972243,0.42151589113252,0.125,0,1
"TIA1",0.235931750706918,-0.384703547343911,0.188,0.4,1
"ZNF708",0.23618762029838,0.335427621384262,0.125,0.04,1
"RBM15",0.236197865828741,0.515974526776653,0.125,0,1
"RPF2",0.236693038267232,-0.299663916301379,0,0.08,1
"SCN2A",0.236790310514977,-0.313143631963706,0.688,0.92,1
"NCK2",0.236825551051391,-0.300099985823305,0,0.08,1
"GPR61",0.237048879496765,0.426622467581624,0.125,0,1
"KCNK1",0.237085894861297,-0.300959754662945,0,0.08,1
"EML2",0.237178204370915,-0.345904136948738,0.188,0.24,1
"SLC25A40",0.237275223700661,0.370809000607524,0.125,0.04,1
"CNOT3",0.237434449746559,0.331928332325261,0.25,0.08,1
"EI24",0.237490076967948,0.484269364826917,0.25,0.08,1
"NEK9",0.237696199173952,0.259853577491137,0.125,0.04,1
"ZNF43",0.237929871963418,-0.289333978247135,0.062,0.12,1
"FBXW2",0.237943890998896,0.404716608532755,0.25,0.04,1
"STRADA",0.238013336248684,0.257677375919464,0.188,0.08,1
"HSPBAP1",0.23802760780327,0.394657650179004,0.125,0.04,1
"SH2B3",0.238189324404973,0.443215166635841,0.188,0.08,1
"TNK2",0.238273860833143,-0.438710130352258,0.188,0.48,1
"SKAP2",0.238353568592764,0.287351168413852,0.125,0,1
"NF2",0.238359116429065,0.41310479538539,0.188,0.08,1
"OTULINL",0.238495932664581,0.432854003799538,0.125,0,1
"DPP7",0.23855117865583,-0.388738672689717,0.125,0.28,1
"PPP5C",0.238586985573143,0.250243401853605,0.188,0.08,1
"MAU2",0.238704250274455,-0.318584671597568,0.062,0.12,1
"CHL1",0.238877247693209,-0.376260218557253,0.25,0.36,1
"ARL6IP1",0.238886221185633,0.432504270765151,0.25,0.12,1
"DTWD1",0.239079485481069,-0.396867384676377,0.312,0.36,1
"ADSL",0.239609444104884,-0.308922501214354,0.062,0.16,1
"NDUFV1",0.239686340440428,0.322591409738184,0.312,0.16,1
"VGLL4",0.239695435431551,-0.386307215232546,0.188,0.24,1
"ZNF48",0.239727963293389,0.291568119221951,0.125,0,1
"HUNK",0.239777782066266,0.408296084066052,0.312,0.16,1
"CCDC174",0.239936608235732,-0.369434673832118,0.062,0.16,1
"HSPA5",0.23997861269309,0.392151126753528,0.25,0.12,1
"KTN1",0.240190749050365,0.329235192540374,0.75,0.64,1
"VSIG10",0.240571533559457,0.482819241662204,0.188,0.08,1
"PARVA",0.241081938119992,0.348641911339397,0.188,0.04,1
"TTC39B",0.241178927270687,0.43064334847119,0.5,0.4,1
"DIP2C",0.241247616766476,0.439847376849736,0.25,0.12,1
"NBEA",0.241336897360893,0.432195309315277,0.5,0.4,1
"MEAK7",0.241409447148407,-0.268648473136995,0.062,0.2,1
"PPM1K",0.241523174186508,0.460418988301876,0.375,0.32,1
"SEC22C",0.241710000600778,0.344963401607558,0.125,0.04,1
"CSPP1",0.242015469956795,-0.40262994719534,0.188,0.32,1
"SARM1",0.242067711187004,-0.33497048029566,0.125,0.16,1
"NDUFB3",0.242168038038384,0.299309100896017,0.125,0,1
"IPO5",0.242542950220158,-0.453453421729965,0.125,0.24,1
"HIPK3",0.242731508184111,-0.320661488419026,0,0.08,1
"MARK3",0.242832277342778,0.395736331358983,0.5,0.4,1
"JAKMIP2",0.243046783134031,-0.440179235922003,0.188,0.28,1
"SLC25A44",0.243258656381244,0.302879759017449,0.125,0,1
"TUBGCP4",0.243603786322385,0.329081805172049,0.188,0.04,1
"SPATA6",0.243842042325682,0.457209911944374,0.125,0,1
"GFM1",0.243932118966656,0.473463903979944,0.188,0.08,1
"PNPT1",0.244474245081513,-0.331022066278006,0.188,0.32,1
"TMEM229B",0.244590074598527,0.319629046033174,0.125,0.04,1
"SDK2",0.244660432838807,0.336167913438428,0.25,0.12,1
"SPATS2",0.244832291807046,-0.264391812457702,0.062,0.16,1
"KAT6A",0.24488123692887,0.466465353771758,0.25,0.2,1
"ACTR2",0.244909221131276,0.464628852356513,0.312,0.2,1
"PCDH10",0.2451425297441,0.501988438227479,0.312,0.24,1
"SNIP1",0.245150511305251,-0.27027054397121,0.062,0.12,1
"NDUFB7",0.245228844846183,0.309513926377734,0.125,0,1
"TMEM237",0.245232863963268,-0.348313651738775,0.062,0.2,1
"RAMP1",0.24559648561277,0.465701864856924,0.125,0,1
"BRIX1",0.245597888115934,0.28305286244549,0.188,0.04,1
"TSC1",0.24644794451795,-0.498452314275024,0.125,0.16,1
"MGAT5B",0.24648489098763,0.537160259524086,0.188,0.12,1
"DUSP16",0.247593853243669,-0.339456762357134,0,0.08,1
"PHF24",0.247688320838922,-0.256931038560322,0.062,0.12,1
"SMARCD1",0.247719923373563,0.472971900388537,0.188,0.12,1
"GAN",0.247921131754361,0.307462683718635,0.188,0.04,1
"ITGA2",0.248251257781811,0.310802570135275,0.125,0.04,1
"NECAP1",0.248530310014822,-0.329245422789951,0.125,0.12,1
"FAM13B",0.248575325998412,-0.40745486664998,0.188,0.36,1
"B4GALT3",0.24866987543907,0.481237853816517,0.125,0,1
"ZSWIM6",0.248858676386278,-0.396940286547275,0.125,0.28,1
"ZFP37",0.248920212179053,0.30813729843719,0.312,0.08,1
"SLC9A7",0.24940339449351,0.390941862337541,0.312,0.12,1
"EXOSC2",0.249468944717355,0.382483353569953,0.312,0.12,1
"MIS18BP1",0.249472009534163,0.459504066170886,0.188,0.04,1
"C8orf34",0.249549406011179,-0.473525410294987,0.125,0.32,1
"HMGB1",0.24968230270204,-0.354535522566201,0.188,0.32,1
"RALGAPB",0.250069991927014,0.259215663356206,0.188,0.04,1
"DNAJC13",0.250623268644179,0.493063290923341,0.188,0.08,1
"YTHDC2",0.250644334047114,0.376328676949041,0.375,0.32,1
"EIF2AK2",0.250859055442651,-0.304109744446417,0.125,0.28,1
"ALG10B",0.25116198538,0.331069877043485,0.125,0,1
"MSI1",0.25116198538,0.331069877043485,0.125,0,1
"NECAB2",0.25116198538,0.331069877043485,0.125,0,1
"PTPRO",0.251426833509215,0.425078554075077,0.125,0.08,1
"CPEB1",0.251513295743232,-0.381256799191428,0.25,0.4,1
"GABBR2",0.251713318767204,-0.376940749811356,0.312,0.48,1
"SAFB2",0.252123278148851,-0.443254398614077,0.188,0.32,1
"MTMR12",0.252264696163653,-0.299778287493203,0.062,0.16,1
"ASTN1",0.252903866462838,-0.413161517918676,0.125,0.28,1
"CEP57",0.252958108308622,0.417671321881833,0.375,0.2,1
"ADA2",0.253093964080532,0.374552786542536,0.125,0.04,1
"CPEB2",0.253264154001426,0.452462045160113,0.25,0.2,1
"SLC4A7",0.253284137962822,0.367656024784384,0.312,0.16,1
"FAIM2",0.253335086719689,-0.384718781116551,0.062,0.28,1
"SLC6A11",0.253363681217474,0.339742793625557,0.125,0,1
"CERCAM",0.254099007123704,0.271298799246631,0.188,0.04,1
"SLC8A3",0.254218145367673,0.469219693998607,0.188,0.16,1
"ACSL1",0.254334830698351,0.34369669435102,0.125,0,1
"CCDC157",0.254334830698351,0.34369669435102,0.125,0,1
"UBE4A",0.254426487581558,0.311901936083211,0.125,0.08,1
"NSMCE3",0.254528028934989,0.32219838830725,0.125,0.04,1
"ALG9",0.254611533990043,0.384380225984544,0.125,0.04,1
"TBC1D23",0.254801249722043,0.426879824511019,0.25,0.16,1
"HOOK2",0.254842196310312,0.367842116498661,0.25,0.12,1
"B3GAT1",0.254938530127327,-0.290808000843493,0.438,0.6,1
"PPIP5K2",0.255069158848858,0.402476415560612,0.438,0.36,1
"ZNF534",0.255201041392841,-0.362256303407457,0.062,0.12,1
"GSTM3",0.255449683079524,0.270171308421545,0.125,0.04,1
"ZNF804A",0.255678724799784,-0.31182868857577,0.062,0.16,1
"NSD1",0.255761063784384,0.297487105973166,0.25,0.12,1
"IP6K2",0.255831717224017,-0.313514658278664,0.062,0.2,1
"NFKBIA",0.255948595807769,0.285558090893245,0.188,0.04,1
"FAF1",0.255992450108686,0.328439143427842,0.25,0.08,1
"SEC22B",0.256070956819141,0.350972356329526,0.125,0,1
"ANKRD9",0.256231636565692,-0.250483201006474,0.062,0.12,1
"ZNF587",0.256243869701265,0.420745718189682,0.5,0.36,1
"TTF1",0.256301369214221,0.479986440337567,0.25,0.08,1
"SNX5",0.256364468915521,0.370809000607524,0.125,0.04,1
"ZFP30",0.256383350317276,-0.322902626927586,0.188,0.12,1
"GLT8D2",0.256385292622746,-0.250292126470389,0,0.08,1
"TBC1D8B",0.256639111863873,0.397702987935338,0.125,0.04,1
"CACNA2D1",0.256691697327786,-0.378011549043078,0.25,0.4,1
"TCERG1L",0.256788085541636,-0.286023243213119,0.062,0.08,1
"GIT1",0.256912317990012,0.387244081740657,0.188,0.08,1
"HYPK",0.256959683717719,0.379145306347407,0.125,0.04,1
"AKT2",0.257035796218926,-0.322181163765362,0.25,0.2,1
"IRGQ",0.257050455945265,0.432699712932173,0.375,0.16,1
"TENM4",0.257233045673519,0.375469406313762,0.438,0.4,1
"NR2E1",0.257374285899047,-0.324542395894735,0.062,0.08,1
"ZNF32",0.257563810950691,-0.254365784846143,0,0.08,1
"ECPAS",0.257966902020224,-0.326530043652676,0.25,0.28,1
"SMG6",0.25831135454118,0.461316450282222,0.25,0.08,1
"PEA15",0.258370527917485,0.337507121475424,0.188,0.08,1
"KLHL41",0.258617893586487,-0.258113154670346,0,0.08,1
"MVD",0.258739197822864,0.317877798603887,0.125,0.04,1
"FOXN2",0.258815755991973,-0.25882786707465,0,0.08,1
"LDOC1",0.258815755991973,-0.25882786707465,0,0.08,1
"P2RX4",0.258815755991973,-0.25882786707465,0,0.08,1
"ZNRF1",0.258815755991973,-0.25882786707465,0,0.08,1
"SRSF4",0.258905550585364,-0.312984797914509,0.312,0.32,1
"TRIM52",0.259171085933976,0.427583249693891,0.25,0.12,1
"MTOR",0.259215962211119,-0.259410604471843,0.125,0.16,1
"DOP1A",0.259329233956005,-0.372400023035723,0.438,0.52,1
"KDM5B",0.259550299639335,-0.337106742866495,0.062,0.12,1
"SDAD1",0.259567867105217,-0.299410550126924,0.062,0.12,1
"SLC2A13",0.259665473320973,0.388626906476772,0.375,0.24,1
"CTPS2",0.259691496304546,0.252112595817071,0.125,0.04,1
"PCNP",0.259721814482618,-0.368476702943591,0.125,0.36,1
"SCART1",0.25974828985138,-0.262245835506478,0,0.08,1
"MARK1",0.259886212639434,-0.385556458737889,0.25,0.4,1
"FAM193B",0.260189341429594,-0.265899346187369,0.062,0.2,1
"PTPN13",0.260690030063807,-0.32891562472672,0.125,0.16,1
"THRAP3",0.260897367947481,-0.399465967098574,0.125,0.2,1
"COL12A1",0.260916086232028,-0.266644980391005,0,0.08,1
"CD151",0.260922452261089,0.372847573327289,0.125,0,1
"CHM",0.260992684318788,-0.331169067778866,0.125,0.24,1
"OSCP1",0.261224340834264,-0.267828989959967,0,0.08,1
"MT1X",0.261224340834264,-0.267828989959967,0,0.08,1
"FBXW8",0.261230584533825,-0.272160985909458,0.062,0.12,1
"UNKL",0.261281565600002,-0.277600599739632,0.062,0.12,1
"NPIPB13",0.261639452875799,0.361091771394381,0.312,0.2,1
"MAPKAPK5",0.261664142364614,-0.380993607407857,0.188,0.24,1
"PYROXD1",0.261811148088452,-0.270110011513988,0,0.08,1
"CARM1",0.261881966832014,0.35543976733946,0.188,0.08,1
"KCNQ5",0.262126368575768,0.362661518473315,0.125,0.04,1
"DDHD2",0.262195837128766,-0.313682791189372,0.125,0.24,1
"NFKB1",0.262478817096155,-0.346700026081152,0.125,0.16,1
"PKD1L1",0.262499281410351,-0.283320894022914,0.062,0.12,1
"MAP4K1",0.262738674082802,0.277546429710271,0.125,0.04,1
"CAAP1",0.262753626930842,-0.2738498842614,0,0.08,1
"NCAPG2",0.262825243088402,0.382115953813412,0.125,0,1
"DGKQ",0.263410892503397,0.502760554255827,0.125,0.12,1
"SV2C",0.263586335920385,-0.355107396397874,0.25,0.44,1
"ALG6",0.26360444239162,-0.277309580185698,0,0.08,1
"DDX60",0.26360444239162,-0.277309580185698,0,0.08,1
"STRBP",0.26373861642182,0.409674581455909,0.5,0.28,1
"GSTO2",0.263792794864623,0.285574726416892,0.125,0.04,1
"HIP1",0.264055254769005,-0.279175919362117,0,0.08,1
"C10orf88",0.264238831184854,0.389279555909885,0.125,0,1
"PCDHA10",0.264285128200866,0.289262091787656,0.125,0.04,1
"MTF1",0.264668497932025,0.495906066656991,0.125,0.04,1
"INCA1",0.264790425934545,-0.282270283895468,0,0.08,1
"GALNTL6",0.264862070268568,-0.36541498509582,0.125,0.24,1
"SOCS5",0.264947556044921,-0.414373959938083,0.062,0.32,1
"SLC29A4",0.265019100821724,0.285250091307341,0.25,0.08,1
"INTS10",0.265129863048897,-0.297505081117567,0.125,0.16,1
"RPL19",0.265206108905872,0.296088811214512,0.125,0.04,1
"RFX5",0.265306008411324,0.394853826903296,0.125,0,1
"MAPK13",0.265462061907946,-0.320044372828947,0.062,0.16,1
"CHST1",0.265530207231054,-0.348342316244032,0.125,0.16,1
"TMEM120B",0.265657695879523,0.41000389294942,0.25,0.12,1
"KIF5A",0.265767056761207,-0.356355695215336,0.062,0.28,1
"CNIH1",0.265847135414743,0.321964006197852,0.25,0.04,1
"XKR8",0.2660029095211,-0.287516207518734,0,0.08,1
"FAM78B",0.266029131742843,0.342380463084543,0.188,0.04,1
"CACNA1C",0.266207539602736,0.482175245876926,0.188,0.08,1
"SULT1A1",0.266209092135011,0.460376291624374,0.25,0.24,1
"ZNF391",0.266359500801912,0.272407948786664,0.125,0.04,1
"PRKRIP1",0.266410473415816,-0.288302663612544,0.062,0.16,1
"MYCBP2",0.266429206392401,0.313720970683163,0.688,0.64,1
"SUSD1",0.266506386664541,-0.289748626978411,0,0.08,1
"SS18L1",0.267032563648082,0.385526537885293,0.25,0.16,1
"MAP4K2",0.267430850463503,0.302239546611042,0.25,0.12,1
"APBA2",0.267966826919316,0.362275441195356,0.375,0.2,1
"SFXN1",0.26798346149648,0.45241133758999,0.188,0.12,1
"PAPOLA",0.268135576071585,0.477565237916579,0.375,0.2,1
"PLA2G15",0.268247046708639,-0.297724356591753,0,0.08,1
"KLHL9",0.26842213618904,0.38714947511523,0.188,0.12,1
"SEZ6L",0.268460647711924,-0.255442219337897,0.062,0.12,1
"LETM2",0.268860607668703,-0.335923707077489,0.062,0.12,1
"SEC23IP",0.26892222644862,-0.303177914652305,0.062,0.12,1
"MAPK1",0.269096900112805,-0.279904231987597,0.125,0.24,1
"LRRC37A3",0.269531290413428,-0.283972195971201,0.125,0.24,1
"PFKP",0.269641294009886,0.419109224394131,0.125,0,1
"PKN2",0.269719662661354,0.378435338728746,0.5,0.2,1
"MKLN1",0.270051562428815,0.355816706998187,0.375,0.32,1
"HMGCS1",0.27031503928832,-0.305658550247056,0.062,0.16,1
"ANKRA2",0.270507055032601,-0.303990555899847,0.062,0.16,1
"SNAP25",0.270586842531156,-0.31139700602929,0.438,0.56,1
"ACSF3",0.270653922347733,0.523700932513982,0.125,0.08,1
"TMEM87A",0.270743409470423,0.396632263158584,0.188,0.08,1
"MICAL1",0.27077240061867,-0.267526848239297,0.188,0.24,1
"LGALS1",0.27101911515142,-0.311318185190036,0,0.08,1
"PODXL2",0.271525777425299,-0.285461044221133,0.062,0.12,1
"AFF2",0.27157910662772,0.289930513761392,0.25,0.12,1
"GPALPP1",0.271698663251988,-0.366437354076052,0.188,0.28,1
"RBMX2",0.271726424012242,-0.298782111463842,0.062,0.12,1
"DIS3L",0.272922265353564,-0.254324756460156,0.062,0.12,1
"GLRX3",0.272970515933024,-0.264391812457702,0.062,0.12,1
"FAM210B",0.273011242875671,0.397369235950804,0.188,0.08,1
"FARP2",0.273045353545739,0.337160101816195,0.312,0.24,1
"ZNF346",0.273137115452369,0.354951463418232,0.125,0.04,1
"SUGP2",0.27332949309887,0.366105569560441,0.688,0.4,1
"PTPRN2",0.273367925589019,0.402185104231901,0.188,0.16,1
"RBL1",0.273397739538999,-0.350753729442032,0.062,0.08,1
"PPP3CA",0.273671254701617,-0.343865700225323,0.375,0.52,1
"AVIL",0.273874644362778,0.476123434086136,0.188,0.04,1
"ZFX",0.273912811574096,0.475297078301663,0.25,0.08,1
"TMX4",0.274099612023357,0.299202233748232,0.125,0.04,1
"WDR31",0.274143174720562,-0.341369105817387,0.062,0.08,1
"STAT1",0.274276595089124,0.354315625058599,0.25,0.08,1
"FAT1",0.27440519507917,-0.316761848122564,0.188,0.24,1
"ATP6AP2",0.274729192083746,0.340860200793527,0.188,0.12,1
"RTP5",0.274782576263023,0.396301906823694,0.188,0.12,1
"COPB2",0.274857512539699,0.39294852804127,0.188,0.04,1
"FSD1",0.275139867156701,-0.257988872419303,0.062,0.12,1
"FLNA",0.275876795697393,0.364972744802486,0.188,0.08,1
"PRKDC",0.275954395430369,0.34821436920968,0.375,0.28,1
"HEATR5B",0.276105029782425,-0.315332652743327,0.062,0.16,1
"ATP7B",0.276457480179855,0.334374890178539,0.25,0.12,1
"MAP2",0.276670135288662,-0.259275702526437,0.75,0.84,1
"SEMA4G",0.276746901829043,0.321053361552347,0.25,0.04,1
"PLEC",0.276897955740266,0.360426857495173,0.188,0.12,1
"HSPB8",0.277240907546432,0.469135025798941,0.125,0,1
"TOMM20",0.277397255037075,0.302515079025357,0.25,0.16,1
"KLHL36",0.277410423789453,0.367563276312022,0.312,0.08,1
"PHF12",0.277415268186242,-0.30120233943366,0.125,0.16,1
"SNRNP27",0.277416339416446,0.295877225258481,0.188,0.08,1
"SLC35F5",0.277570955151765,-0.319453765450891,0.125,0.12,1
"RBSN",0.277994800172511,0.42307729636143,0.25,0.08,1
"MAGI1",0.27828561426799,-0.381690745373749,0.375,0.36,1
"KCNA3",0.278474557622895,0.352891212983174,0.188,0.08,1
"JAK2",0.278524910658253,0.398536719800314,0.188,0.08,1
"RIOK1",0.278776001712657,-0.293384771428592,0.125,0.12,1
"TSHZ1",0.279034368180644,-0.314228135980495,0.125,0.16,1
"EIF2AK3",0.279059721083911,0.512631820373795,0.125,0.08,1
"ZNF589",0.279305441392991,0.41589225916038,0.188,0.04,1
"MRPL42",0.279348372794307,0.426888457305254,0.188,0.08,1
"STXBP5L",0.279704751645464,-0.362250954548734,0.25,0.44,1
"TRPM7",0.279712267409588,-0.31783763952753,0.375,0.44,1
"POLR2A",0.279752441818031,-0.318883893765769,0.125,0.32,1
"RNF103",0.279795902349339,-0.255632849858271,0.062,0.12,1
"ANOS1",0.279811164662284,0.302889471133566,0.125,0.04,1
"SENP2",0.279819700938645,0.287180601021833,0.125,0.04,1
"TSGA10",0.279849447484217,0.305632944951435,0.125,0.04,1
"PPA2",0.280130405485703,0.275630963320687,0.125,0.04,1
"INTS3",0.280224834409878,0.365880626626982,0.25,0.16,1
"PNPLA6",0.280347049429757,0.346334947601508,0.188,0.08,1
"SORBS3",0.280597817759269,0.266672612000523,0.125,0.04,1
"DCAF11",0.280597817759269,0.266672612000523,0.125,0.04,1
"CHGB",0.280721097810557,0.40736874216774,0.188,0.04,1
"ZNF84",0.280969313577195,0.41269951400424,0.5,0.44,1
